start-dest,stops
Tampere-E-Helsinki-E,['Tampere-E','Hämeenlinna-E','Tikkurila-E','Pasila-E','Helsinki-E']
Helsinki-P-Tampere-P,['Helsinki-P','Pasila-P','Tikkurila-P','Hämeenlinna-P','Tampere-P']
